Dark spectrum
Integration time [ms]:  25,000
Averaging Nr. [scans]: 15
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804344U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
521,959;   17,545;   17,545;    0,000
522,118;   11,611;   11,611;    0,000
522,277;   18,878;   18,878;    0,000
522,437;   34,677;   34,677;    0,000
522,596;    2,077;    2,077;    0,000
522,755;    9,277;    9,277;    0,000
522,915;   14,610;   14,610;    0,000
523,074;   11,277;   11,277;    0,000
523,233;    8,943;    8,943;    0,000
523,393;   10,143;   10,143;    0,000
523,552;    0,143;    0,143;    0,000
523,711;   35,409;   35,409;    0,000
523,870;  -14,258;  -14,258;    0,000
524,030;   14,009;   14,009;    0,000
524,189;    2,675;    2,675;    0,000
524,348;   23,809;   23,809;    0,000
524,507;   33,742;   33,742;    0,000
524,667;   12,142;   12,142;    0,000
524,826;   -7,792;   -7,792;    0,000
524,985;   14,741;   14,741;    0,000
525,144;   -7,726;   -7,726;    0,000
525,303;    9,141;    9,141;    0,000
525,463;  -13,059;  -13,059;    0,000
525,622;   17,340;   17,340;    0,000
525,781;    7,074;    7,074;    0,000
525,940;   18,207;   18,207;    0,000
526,099;   -1,527;   -1,527;    0,000
526,258;   17,606;   17,606;    0,000
526,417;   24,739;   24,739;    0,000
526,577;   22,273;   22,273;    0,000
526,736;    1,939;    1,939;    0,000
526,895;    6,206;    6,206;    0,000
527,054;   -1,528;   -1,528;    0,000
527,213;   28,072;   28,072;    0,000
527,372;   -0,928;   -0,928;    0,000
527,531;    3,338;    3,338;    0,000
527,690;    5,671;    5,671;    0,000
527,849;    9,138;    9,138;    0,000
528,008;   20,138;   20,138;    0,000
528,167;   11,204;   11,204;    0,000
528,327;   26,137;   26,137;    0,000
528,486;   29,270;   29,270;    0,000
528,645;   36,670;   36,670;    0,000
528,804;   17,470;   17,470;    0,000
528,963;  -12,597;  -12,597;    0,000
529,122;   -2,664;   -2,664;    0,000
529,281;    1,136;    1,136;    0,000
529,440;    4,203;    4,203;    0,000
529,599;  -10,464;  -10,464;    0,000
529,758;   -3,465;   -3,465;    0,000
529,917;    2,269;    2,269;    0,000
530,076;   -2,865;   -2,865;    0,000
530,234;    8,602;    8,602;    0,000
530,393;   22,935;   22,935;    0,000
530,552;   25,401;   25,401;    0,000
530,711;   -2,932;   -2,932;    0,000
530,870;   34,334;   34,334;    0,000
531,029;  -11,533;  -11,533;    0,000
531,188;  -10,800;  -10,800;    0,000
531,347;  -17,800;  -17,800;    0,000
531,506;   13,867;   13,867;    0,000
531,665;   10,867;   10,867;    0,000
531,824;   31,000;   31,000;    0,000
531,983;    6,999;    6,999;    0,000
532,141;   20,799;   20,799;    0,000
532,300;  -10,401;  -10,401;    0,000
532,459;    6,266;    6,266;    0,000
532,618;   20,132;   20,132;    0,000
532,777;   -2,335;   -2,335;    0,000
532,936;    1,465;    1,465;    0,000
533,094;   12,731;   12,731;    0,000
533,253;    8,065;    8,065;    0,000
533,412;   14,598;   14,598;    0,000
533,571;   18,664;   18,664;    0,000
533,730;   20,864;   20,864;    0,000
533,888;   19,864;   19,864;    0,000
534,047;   47,730;   47,730;    0,000
534,206;   20,330;   20,330;    0,000
534,365;    5,930;    5,930;    0,000
534,523;   15,996;   15,996;    0,000
534,682;   22,530;   22,530;    0,000
534,841;  -18,671;  -18,671;    0,000
535,000;    4,996;    4,996;    0,000
535,158;   -8,871;   -8,871;    0,000
535,317;  -10,271;  -10,271;    0,000
535,476;    3,662;    3,662;    0,000
535,634;    4,728;    4,728;    0,000
535,793;    0,328;    0,328;    0,000
535,952;   16,461;   16,461;    0,000
536,111;  -10,539;  -10,539;    0,000
536,269;   13,128;   13,128;    0,000
536,428;   21,194;   21,194;    0,000
536,586;    0,327;    0,327;    0,000
536,745;   21,860;   21,860;    0,000
536,904;   14,860;   14,860;    0,000
537,062;  -19,407;  -19,407;    0,000
537,221;   31,460;   31,460;    0,000
537,380;   28,860;   28,860;    0,000
537,538;   28,126;   28,126;    0,000
537,697;   11,459;   11,459;    0,000
537,855;   16,459;   16,459;    0,000
538,014;   25,059;   25,059;    0,000
538,173;   26,859;   26,859;    0,000
538,331;   -2,208;   -2,208;    0,000
538,490;   -3,408;   -3,408;    0,000
538,648;   11,392;   11,392;    0,000
538,807;    7,591;    7,591;    0,000
538,965;   -9,475;   -9,475;    0,000
539,124;   -5,609;   -5,609;    0,000
539,282;   -4,209;   -4,209;    0,000
539,441;   28,657;   28,657;    0,000
539,599;   17,657;   17,657;    0,000
539,758;   -0,943;   -0,943;    0,000
539,916;    5,257;    5,257;    0,000
540,075;  -16,210;  -16,210;    0,000
540,233;   -1,144;   -1,144;    0,000
540,392;    3,256;    3,256;    0,000
540,550;  -12,277;  -12,277;    0,000
540,709;   12,389;   12,389;    0,000
540,867;   22,256;   22,256;    0,000
541,026;   19,255;   19,255;    0,000
541,184;   11,589;   11,589;    0,000
541,342;   21,055;   21,055;    0,000
541,501;   -6,145;   -6,145;    0,000
541,659;   38,455;   38,455;    0,000
541,818;   -5,212;   -5,212;    0,000
541,976;   21,254;   21,254;    0,000
542,134;   19,854;   19,854;    0,000
542,293;   14,587;   14,587;    0,000
542,451;   24,987;   24,987;    0,000
542,609;    9,253;    9,253;    0,000
542,768;   23,120;   23,120;    0,000
542,926;    2,920;    2,920;    0,000
543,085;   -2,214;   -2,214;    0,000
543,243;   -2,214;   -2,214;    0,000
543,401;    5,786;    5,786;    0,000
543,560;   19,586;   19,586;    0,000
543,718;   23,919;   23,919;    0,000
543,876;   14,252;   14,252;    0,000
544,034;   15,252;   15,252;    0,000
544,193;    0,318;    0,318;    0,000
544,351;   14,718;   14,718;    0,000
544,509;  -16,882;  -16,882;    0,000
544,667;   27,718;   27,718;    0,000
544,826;   25,718;   25,718;    0,000
544,984;   -1,816;   -1,816;    0,000
545,142;   16,450;   16,450;    0,000
545,300;   -1,883;   -1,883;    0,000
545,459;   -4,617;   -4,617;    0,000
545,617;   20,717;   20,717;    0,000
545,775;    2,983;    2,983;    0,000
545,933;  -16,817;  -16,817;    0,000
546,091;   -6,751;   -6,751;    0,000
546,250;    1,449;    1,449;    0,000
546,408;   -1,551;   -1,551;    0,000
546,566;   11,715;   11,715;    0,000
546,724;   25,582;   25,582;    0,000
546,882;   18,582;   18,582;    0,000
547,040;    4,715;    4,715;    0,000
547,199;    7,048;    7,048;    0,000
547,357;   20,314;   20,314;    0,000
547,515;   17,648;   17,648;    0,000
547,673;    1,314;    1,314;    0,000
547,831;  -10,353;  -10,353;    0,000
547,989;   15,447;   15,447;    0,000
548,147;   22,580;   22,580;    0,000
548,305;    2,980;    2,980;    0,000
548,463;   -4,820;   -4,820;    0,000
548,621;    0,846;    0,846;    0,000
548,779;    9,313;    9,313;    0,000
548,938;   19,446;   19,446;    0,000
549,096;   -3,888;   -3,888;    0,000
549,254;   15,912;   15,912;    0,000
549,412;    4,712;    4,712;    0,000
549,570;    7,179;    7,179;    0,000
549,728;    9,245;    9,245;    0,000
549,886;   16,978;   16,978;    0,000
550,044;  -25,155;  -25,155;    0,000
550,202;    4,778;    4,778;    0,000
550,360;  -13,889;  -13,889;    0,000
550,518;    1,377;    1,377;    0,000
550,676;    0,111;    0,111;    0,000
550,833;    7,310;    7,310;    0,000
550,991;   32,510;   32,510;    0,000
551,149;   -6,290;   -6,290;    0,000
551,307;   10,643;   10,643;    0,000
551,465;    1,510;    1,510;    0,000
551,623;    3,509;    3,509;    0,000
551,781;    6,376;    6,376;    0,000
551,939;   23,976;   23,976;    0,000
552,097;   41,709;   41,709;    0,000
552,255;  -21,958;  -21,958;    0,000
552,413;   13,575;   13,575;    0,000
552,570;   -1,292;   -1,292;    0,000
552,728;  -10,092;  -10,092;    0,000
552,886;  -16,625;  -16,625;    0,000
553,044;   15,974;   15,974;    0,000
553,202;  -16,826;  -16,826;    0,000
553,360;   -1,093;   -1,093;    0,000
553,518;    5,640;    5,640;    0,000
553,675;    5,774;    5,774;    0,000
553,833;   -3,827;   -3,827;    0,000
553,991;    3,440;    3,440;    0,000
554,149;   -1,094;   -1,094;    0,000
554,307;   24,773;   24,773;    0,000
554,464;    2,039;    2,039;    0,000
554,622;    2,239;    2,239;    0,000
554,780;   12,106;   12,106;    0,000
554,938;   32,305;   32,305;    0,000
555,095;   16,305;   16,305;    0,000
555,253;    4,638;    4,638;    0,000
555,411;    1,238;    1,238;    0,000
555,569;   21,771;   21,771;    0,000
555,726;   23,904;   23,904;    0,000
555,884;   20,238;   20,238;    0,000
556,042;    6,704;    6,704;    0,000
556,199;   -5,363;   -5,363;    0,000
556,357;   10,970;   10,970;    0,000
556,515;   31,104;   31,104;    0,000
556,672;  -20,763;  -20,763;    0,000
556,830;   -3,030;   -3,030;    0,000
556,988;    7,503;    7,503;    0,000
557,145;   17,236;   17,236;    0,000
557,303;    6,036;    6,036;    0,000
557,461;  -10,631;  -10,631;    0,000
557,618;    8,036;    8,036;    0,000
557,776;   17,635;   17,635;    0,000
557,933;   20,302;   20,302;    0,000
558,091;   15,168;   15,168;    0,000
558,249;   13,168;   13,168;    0,000
558,406;   22,635;   22,635;    0,000
558,564;   -3,699;   -3,699;    0,000
558,721;   -5,899;   -5,899;    0,000
558,879;  -12,699;  -12,699;    0,000
559,036;   -1,766;   -1,766;    0,000
559,194;    8,300;    8,300;    0,000
559,352;    7,900;    7,900;    0,000
559,509;   -7,233;   -7,233;    0,000
559,667;   22,166;   22,166;    0,000
559,824;   -0,234;   -0,234;    0,000
559,982;   -8,167;   -8,167;    0,000
560,139;    7,366;    7,366;    0,000
560,297;   16,766;   16,766;    0,000
560,454;   17,299;   17,299;    0,000
560,612;   10,765;   10,765;    0,000
560,769;   17,698;   17,698;    0,000
560,926;   12,498;   12,498;    0,000
561,084;   14,498;   14,498;    0,000
561,241;  -11,635;  -11,635;    0,000
561,399;    8,764;    8,764;    0,000
561,556;  -14,103;  -14,103;    0,000
561,714;   -0,503;   -0,503;    0,000
561,871;  -16,370;  -16,370;    0,000
562,028;    0,297;    0,297;    0,000
562,186;    6,897;    6,897;    0,000
562,343;    3,297;    3,297;    0,000
562,501;    8,696;    8,696;    0,000
562,658;    0,563;    0,563;    0,000
562,815;  -16,504;  -16,504;    0,000
562,973;  -24,704;  -24,704;    0,000
563,130;   11,296;   11,296;    0,000
563,287;   -1,505;   -1,505;    0,000
563,445;   19,029;   19,029;    0,000
563,602;   23,695;   23,695;    0,000
563,759;    0,295;    0,295;    0,000
563,917;  -35,239;  -35,239;    0,000
564,074;    9,761;    9,761;    0,000
564,231;    4,494;    4,494;    0,000
564,388;   19,427;   19,427;    0,000
564,546;    0,494;    0,494;    0,000
564,703;   10,227;   10,227;    0,000
564,860;   10,227;   10,227;    0,000
565,018;  -15,440;  -15,440;    0,000
565,175;  -12,640;  -12,640;    0,000
565,332;    4,960;    4,960;    0,000
565,489;   -2,574;   -2,574;    0,000
565,646;    9,493;    9,493;    0,000
565,804;   18,959;   18,959;    0,000
565,961;   36,892;   36,892;    0,000
566,118;    0,559;    0,559;    0,000
566,275;  -12,775;  -12,775;    0,000
566,432;    4,825;    4,825;    0,000
566,590;    3,891;    3,891;    0,000
566,747;  -23,975;  -23,975;    0,000
566,904;   10,891;   10,891;    0,000
567,061;   10,091;   10,091;    0,000
567,218;   -6,643;   -6,643;    0,000
567,375;    7,557;    7,557;    0,000
567,532;   10,690;   10,690;    0,000
567,690;   10,957;   10,957;    0,000
567,847;    4,357;    4,357;    0,000
568,004;    9,223;    9,223;    0,000
568,161;   17,023;   17,023;    0,000
568,318;  -11,244;  -11,244;    0,000
568,475;    6,689;    6,689;    0,000
568,632;    1,222;    1,222;    0,000
568,789;   36,822;   36,822;    0,000
568,946;    4,289;    4,289;    0,000
569,103;   11,688;   11,688;    0,000
569,260;    5,288;    5,288;    0,000
569,417;    2,755;    2,755;    0,000
569,574;   -1,912;   -1,912;    0,000
569,731;    2,621;    2,621;    0,000
569,888;   -5,579;   -5,579;    0,000
570,045;    1,287;    1,287;    0,000
570,202;    9,554;    9,554;    0,000
570,359;    0,687;    0,687;    0,000
570,516;    3,353;    3,353;    0,000
570,673;   11,553;   11,553;    0,000
570,830;    4,086;    4,086;    0,000
570,987;    3,219;    3,219;    0,000
571,144;   17,153;   17,153;    0,000
571,301;   -4,448;   -4,448;    0,000
571,458;    1,819;    1,819;    0,000
571,615;  -12,515;  -12,515;    0,000
571,772;   -1,381;   -1,381;    0,000
571,929;    2,218;    2,218;    0,000
572,086;    3,218;    3,218;    0,000
572,243;  -17,715;  -17,715;    0,000
572,399;    8,351;    8,351;    0,000
572,556;   16,551;   16,551;    0,000
572,713;    4,151;    4,151;    0,000
572,870;    9,217;    9,217;    0,000
573,027;   -2,183;   -2,183;    0,000
573,184;    7,550;    7,550;    0,000
573,341;   19,083;   19,083;    0,000
573,497;    9,816;    9,816;    0,000
573,654;  -12,050;  -12,050;    0,000
573,811;    8,083;    8,083;    0,000
573,968;    8,683;    8,683;    0,000
574,125;    5,549;    5,549;    0,000
574,281;  -20,784;  -20,784;    0,000
574,438;   25,415;   25,415;    0,000
574,595;   10,882;   10,882;    0,000
574,752;    6,615;    6,615;    0,000
574,908;    5,348;    5,348;    0,000
575,065;    6,815;    6,815;    0,000
575,222;   28,214;   28,214;    0,000
575,379;   30,748;   30,748;    0,000
575,535;   23,281;   23,281;    0,000
575,692;    2,947;    2,947;    0,000
575,849;   11,014;   11,014;    0,000
576,005;    5,280;    5,280;    0,000
576,162;  -12,320;  -12,320;    0,000
576,319;   16,413;   16,413;    0,000
576,476;   19,746;   19,746;    0,000
576,632;   13,879;   13,879;    0,000
576,789;   15,013;   15,013;    0,000
576,945;    0,612;    0,612;    0,000
577,102;    6,212;    6,212;    0,000
577,259;    2,545;    2,545;    0,000
577,415;    2,012;    2,012;    0,000
577,572;    6,078;    6,078;    0,000
577,729;  -20,389;  -20,389;    0,000
577,885;   13,211;   13,211;    0,000
578,042;    7,011;    7,011;    0,000
578,198;   26,277;   26,277;    0,000
578,355;   -6,789;   -6,789;    0,000
578,512;    6,944;    6,944;    0,000
578,668;   18,077;   18,077;    0,000
578,825;   25,477;   25,477;    0,000
578,981;   17,743;   17,743;    0,000
579,138;   11,743;   11,743;    0,000
579,294;   17,809;   17,809;    0,000
579,451;   -1,124;   -1,124;    0,000
579,607;   10,409;   10,409;    0,000
579,764;    2,142;    2,142;    0,000
579,920;   19,742;   19,742;    0,000
580,077;   12,542;   12,542;    0,000
580,233;   14,675;   14,675;    0,000
580,390;   -5,325;   -5,325;    0,000
580,546;   -1,192;   -1,192;    0,000
580,703;    2,941;    2,941;    0,000
580,859;   -1,859;   -1,859;    0,000
581,016;   -3,659;   -3,659;    0,000
581,172;   -4,859;   -4,859;    0,000
581,328;   32,074;   32,074;    0,000
581,485;   10,607;   10,607;    0,000
581,641;   -4,860;   -4,860;    0,000
581,798;   11,940;   11,940;    0,000
581,954;    5,606;    5,606;    0,000
582,110;    8,806;    8,806;    0,000
582,267;  -25,261;  -25,261;    0,000
582,423;   -2,594;   -2,594;    0,000
582,579;   19,339;   19,339;    0,000
582,736;    0,939;    0,939;    0,000
582,892;    2,538;    2,538;    0,000
583,049;   10,872;   10,872;    0,000
583,205;   24,538;   24,538;    0,000
583,361;   13,605;   13,605;    0,000
583,517;   17,004;   17,004;    0,000
583,674;   36,338;   36,338;    0,000
583,830;   -2,063;   -2,063;    0,000
583,986;    7,404;    7,404;    0,000
584,143;   -1,663;   -1,663;    0,000
584,299;    8,203;    8,203;    0,000
584,455;   19,337;   19,337;    0,000
584,611;  -18,264;  -18,264;    0,000
584,768;   38,003;   38,003;    0,000
584,924;   -1,531;   -1,531;    0,000
585,080;   29,536;   29,536;    0,000
585,236;   18,736;   18,736;    0,000
585,393;   38,402;   38,402;    0,000
585,549;    0,535;    0,535;    0,000
585,705;    9,268;    9,268;    0,000
585,861;    9,602;    9,602;    0,000
586,017;    7,401;    7,401;    0,000
586,174;   -6,132;   -6,132;    0,000
586,330;   -1,866;   -1,866;    0,000
586,486;   13,867;   13,867;    0,000
586,642;    3,001;    3,001;    0,000
586,798;  -14,600;  -14,600;    0,000
586,954;   19,400;   19,400;    0,000
587,110;    8,933;    8,933;    0,000
587,267;   13,600;   13,600;    0,000
587,423;   -2,067;   -2,067;    0,000
587,579;    9,266;    9,266;    0,000
587,735;   -1,667;   -1,667;    0,000
587,891;   -2,668;   -2,668;    0,000
588,047;   -8,001;   -8,001;    0,000
588,203;   12,799;   12,799;    0,000
588,359;   14,265;   14,265;    0,000
588,515;   -6,535;   -6,535;    0,000
588,671;   28,265;   28,265;    0,000
588,827;    1,465;    1,465;    0,000
588,983;   13,998;   13,998;    0,000
589,139;   16,198;   16,198;    0,000
589,295;  -14,203;  -14,203;    0,000
589,451;    1,597;    1,597;    0,000
589,607;   -3,336;   -3,336;    0,000
589,763;   -1,937;   -1,937;    0,000
589,919;   20,530;   20,530;    0,000
590,075;   18,930;   18,930;    0,000
590,231;    6,796;    6,796;    0,000
590,387;    3,463;    3,463;    0,000
590,543;  -28,004;  -28,004;    0,000
590,699;   22,929;   22,929;    0,000
590,855;    6,729;    6,729;    0,000
591,011;   16,395;   16,395;    0,000
591,167;    9,462;    9,462;    0,000
591,323;   10,528;   10,528;    0,000
591,479;   21,461;   21,461;    0,000
591,635;    9,995;    9,995;    0,000
591,790;   -3,806;   -3,806;    0,000
591,946;    2,461;    2,461;    0,000
592,102;    3,527;    3,527;    0,000
592,258;   10,327;   10,327;    0,000
592,414;    6,060;    6,060;    0,000
592,570;   19,060;   19,060;    0,000
592,726;   17,993;   17,993;    0,000
592,881;    4,860;    4,860;    0,000
593,037;   13,593;   13,593;    0,000
593,193;   -7,407;   -7,407;    0,000
593,349;    8,192;    8,192;    0,000
593,505;  -15,141;  -15,141;    0,000
593,660;   -0,141;   -0,141;    0,000
593,816;   23,792;   23,792;    0,000
593,972;   11,392;   11,392;    0,000
594,128;   10,058;   10,058;    0,000
594,283;   25,058;   25,058;    0,000
594,439;    2,191;    2,191;    0,000
594,595;   24,991;   24,991;    0,000
594,751;   -5,476;   -5,476;    0,000
594,906;    9,791;    9,791;    0,000
595,062;    5,924;    5,924;    0,000
595,218;  -19,076;  -19,076;    0,000
595,374;   23,190;   23,190;    0,000
595,529;    5,190;    5,190;    0,000
595,685;   -1,944;   -1,944;    0,000
595,841;   10,589;   10,589;    0,000
595,996;   13,189;   13,189;    0,000
596,152;    5,056;    5,056;    0,000
596,308;   -7,944;   -7,944;    0,000
596,463;   18,722;   18,722;    0,000
596,619;   -3,745;   -3,745;    0,000
596,774;    7,122;    7,122;    0,000
596,930;    4,388;    4,388;    0,000
597,086;    1,855;    1,855;    0,000
597,241;   17,521;   17,521;    0,000
597,397;    2,054;    2,054;    0,000
597,552;    1,721;    1,721;    0,000
597,708;   18,654;   18,654;    0,000
597,864;   20,187;   20,187;    0,000
598,019;   14,187;   14,187;    0,000
598,175;   12,320;   12,320;    0,000
598,330;   15,253;   15,253;    0,000
598,486;   15,786;   15,786;    0,000
598,641;    0,453;    0,453;    0,000
598,797;    7,053;    7,053;    0,000
598,952;   20,786;   20,786;    0,000
599,108;    3,319;    3,319;    0,000
599,263;   11,185;   11,185;    0,000
599,419;    7,918;    7,918;    0,000
599,574;   20,118;   20,118;    0,000
599,730;    9,651;    9,651;    0,000
599,885;   -3,082;   -3,082;    0,000
600,041;   13,918;   13,918;    0,000
600,196;   15,784;   15,784;    0,000
600,352;   19,051;   19,051;    0,000
600,507;   -2,483;   -2,483;    0,000
600,662;   24,850;   24,850;    0,000
600,818;   32,517;   32,517;    0,000
600,973;   -2,617;   -2,617;    0,000
601,129;   16,650;   16,650;    0,000
601,284;   16,183;   16,183;    0,000
601,439;    7,583;    7,583;    0,000
601,595;   -9,618;   -9,618;    0,000
601,750;   -2,218;   -2,218;    0,000
601,905;    9,382;    9,382;    0,000
602,061;   -4,218;   -4,218;    0,000
602,216;   21,848;   21,848;    0,000
602,371;   13,315;   13,315;    0,000
602,527;   17,048;   17,048;    0,000
602,682;   12,581;   12,581;    0,000
602,837;    0,381;    0,381;    0,000
602,993;    3,647;    3,647;    0,000
603,148;    6,914;    6,914;    0,000
603,303;   11,580;   11,580;    0,000
603,458;   12,780;   12,780;    0,000
603,614;    8,580;    8,580;    0,000
603,769;   18,980;   18,980;    0,000
603,924;   28,180;   28,180;    0,000
604,080;   -4,887;   -4,887;    0,000
604,235;    5,113;    5,113;    0,000
604,390;    4,712;    4,712;    0,000
604,545;    0,912;    0,912;    0,000
604,700;   -8,021;   -8,021;    0,000
604,856;   23,845;   23,845;    0,000
605,011;    5,245;    5,245;    0,000
605,166;    4,178;    4,178;    0,000
605,321;    4,245;    4,245;    0,000
605,476;   -8,956;   -8,956;    0,000
605,631;    2,778;    2,778;    0,000
605,787;   -1,489;   -1,489;    0,000
605,942;   22,377;   22,377;    0,000
606,097;   15,844;   15,844;    0,000
606,252;   -2,623;   -2,623;    0,000
606,407;    8,777;    8,777;    0,000
606,562;   23,710;   23,710;    0,000
606,717;   -7,557;   -7,557;    0,000
606,872;    3,843;    3,843;    0,000
607,027;   12,109;   12,109;    0,000
607,183;   12,109;   12,109;    0,000
607,338;   -6,291;   -6,291;    0,000
607,493;    8,575;    8,575;    0,000
607,648;    6,708;    6,708;    0,000
607,803;    9,108;    9,108;    0,000
607,958;   -5,092;   -5,092;    0,000
608,113;   11,308;   11,308;    0,000
608,268;   -6,292;   -6,292;    0,000
608,423;    1,707;    1,707;    0,000
608,578;    0,907;    0,907;    0,000
608,733;   -4,093;   -4,093;    0,000
608,888;    7,574;    7,574;    0,000
609,043;    0,507;    0,507;    0,000
609,198;   13,907;   13,907;    0,000
609,353;  -19,160;  -19,160;    0,000
609,508;   -2,761;   -2,761;    0,000
609,663;    9,439;    9,439;    0,000
609,818;   21,639;   21,639;    0,000
609,972;    5,106;    5,106;    0,000
610,127;    1,372;    1,372;    0,000
610,282;  -14,361;  -14,361;    0,000
610,437;   -8,762;   -8,762;    0,000
610,592;    8,372;    8,372;    0,000
610,747;   19,638;   19,638;    0,000
610,902;  -10,562;  -10,562;    0,000
611,057;  -13,096;  -13,096;    0,000
611,212;   -3,496;   -3,496;    0,000
611,366;   15,304;   15,304;    0,000
611,521;   20,104;   20,104;    0,000
611,676;    7,037;    7,037;    0,000
611,831;    5,903;    5,903;    0,000
611,986;   10,970;   10,970;    0,000
612,141;    7,170;    7,170;    0,000
612,295;    1,103;    1,103;    0,000
612,450;  -23,431;  -23,431;    0,000
612,605;   13,769;   13,769;    0,000
612,760;    3,836;    3,836;    0,000
612,914;   -6,965;   -6,965;    0,000
613,069;   12,502;   12,502;    0,000
613,224;    1,768;    1,768;    0,000
613,379;   26,701;   26,701;    0,000
613,534;   -1,765;   -1,765;    0,000
613,688;   -4,499;   -4,499;    0,000
613,843;    9,901;    9,901;    0,000
613,998;    0,767;    0,767;    0,000
614,152;   -1,033;   -1,033;    0,000
614,307;    8,500;    8,500;    0,000
614,462;    5,100;    5,100;    0,000
614,616;   16,233;   16,233;    0,000
614,771;   -0,900;   -0,900;    0,000
614,926;   19,633;   19,633;    0,000
615,080;  -12,901;  -12,901;    0,000
615,235;    5,833;    5,833;    0,000
615,390;    2,099;    2,099;    0,000
615,544;   -0,368;   -0,368;    0,000
615,699;   14,432;   14,432;    0,000
615,854;   22,432;   22,432;    0,000
616,008;   14,898;   14,898;    0,000
616,163;    8,898;    8,898;    0,000
616,317;   -7,769;   -7,769;    0,000
616,472;   13,031;   13,031;    0,000
616,626;    5,431;    5,431;    0,000
616,781;    9,831;    9,831;    0,000
616,936;    5,364;    5,364;    0,000
617,090;   21,497;   21,497;    0,000
617,245;  -14,770;  -14,770;    0,000
617,399;   -1,037;   -1,037;    0,000
617,554;   -5,170;   -5,170;    0,000
617,708;   -6,037;   -6,037;    0,000
617,863;   13,563;   13,563;    0,000
618,017;    9,562;    9,562;    0,000
618,172;   -5,371;   -5,371;    0,000
618,326;   52,029;   52,029;    0,000
618,481;  -15,638;  -15,638;    0,000
618,635;   -8,172;   -8,172;    0,000
618,790;    9,028;    9,028;    0,000
618,944;   -1,839;   -1,839;    0,000
619,098;    3,961;    3,961;    0,000
619,253;    1,828;    1,828;    0,000
619,407;  -20,439;  -20,439;    0,000
619,562;   25,827;   25,827;    0,000
619,716;   13,027;   13,027;    0,000
619,870;   20,294;   20,294;    0,000
620,025;  -13,173;  -13,173;    0,000
620,179;    5,893;    5,893;    0,000
620,334;  -11,107;  -11,107;    0,000
620,488;   24,493;   24,493;    0,000
620,642;    1,559;    1,559;    0,000
620,797;   -7,308;   -7,308;    0,000
620,951;   -5,308;   -5,308;    0,000
621,105;    6,759;    6,759;    0,000
621,260;   -3,242;   -3,242;    0,000
621,414;   17,958;   17,958;    0,000
621,568;   12,025;   12,025;    0,000
621,723;   -5,242;   -5,242;    0,000
621,877;   11,491;   11,491;    0,000
622,031;   21,758;   21,758;    0,000
622,185;   10,624;   10,624;    0,000
622,340;   16,090;   16,090;    0,000
622,494;    9,757;    9,757;    0,000
622,648;   16,823;   16,823;    0,000
622,802;  -12,577;  -12,577;    0,000
622,957;    3,890;    3,890;    0,000
623,111;   -1,310;   -1,310;    0,000
623,265;    5,556;    5,556;    0,000
623,419;   -4,178;   -4,178;    0,000
623,573;   21,422;   21,422;    0,000
623,728;   24,889;   24,889;    0,000
623,882;    9,955;    9,955;    0,000
624,036;   20,488;   20,488;    0,000
624,190;   -3,378;   -3,378;    0,000
624,344;   -4,845;   -4,845;    0,000
624,498;   15,355;   15,355;    0,000
624,653;  -26,979;  -26,979;    0,000
624,807;   13,421;   13,421;    0,000
624,961;   10,621;   10,621;    0,000
625,115;   -0,380;   -0,380;    0,000
625,269;   12,887;   12,887;    0,000
625,423;  -10,647;  -10,647;    0,000
625,577;    3,753;    3,753;    0,000
625,731;    8,753;    8,753;    0,000
625,885;   -2,914;   -2,914;    0,000
626,039;   10,753;   10,753;    0,000
626,193;   18,819;   18,819;    0,000
626,347;   -6,514;   -6,514;    0,000
626,501;   -8,515;   -8,515;    0,000
626,655;    8,685;    8,685;    0,000
626,810;   17,285;   17,285;    0,000
626,964;    7,151;    7,151;    0,000
627,117;    2,551;    2,551;    0,000
627,271;   10,284;   10,284;    0,000
627,425;   16,284;   16,284;    0,000
627,579;   22,417;   22,417;    0,000
627,733;   -1,316;   -1,316;    0,000
627,887;   16,884;   16,884;    0,000
628,041;   12,283;   12,283;    0,000
628,195;    3,750;    3,750;    0,000
628,349;   -6,584;   -6,584;    0,000
628,503;   -1,917;   -1,917;    0,000
628,657;   -0,384;   -0,384;    0,000
628,811;  -14,051;  -14,051;    0,000
628,965;    4,682;    4,682;    0,000
629,119;   18,282;   18,282;    0,000
629,273;   12,549;   12,549;    0,000
629,427;  -11,385;  -11,385;    0,000
629,580;    2,748;    2,748;    0,000
629,734;   -5,852;   -5,852;    0,000
629,888;   -2,852;   -2,852;    0,000
630,042;   -9,986;   -9,986;    0,000
630,196;    8,748;    8,748;    0,000
630,350;    4,747;    4,747;    0,000
630,503;   -6,653;   -6,653;    0,000
630,657;  -15,520;  -15,520;    0,000
630,811;    3,413;    3,413;    0,000
630,965;   13,613;   13,613;    0,000
631,119;    3,480;    3,480;    0,000
631,272;   10,213;   10,213;    0,000
631,426;    8,946;    8,946;    0,000
631,580;   16,946;   16,946;    0,000
631,734;   18,279;   18,279;    0,000
631,887;   -2,321;   -2,321;    0,000
632,041;   -9,188;   -9,188;    0,000
632,195;    6,012;    6,012;    0,000
632,348;    6,612;    6,612;    0,000
632,502;   -4,122;   -4,122;    0,000
632,656;    8,744;    8,744;    0,000
