Dark spectrum
Integration time [ms]:  25,000
Averaging Nr. [scans]: 15
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804344U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
406,989;   18,929;   18,929;    0,000
407,153;   11,433;   11,433;    0,000
407,318;   18,974;   18,974;    0,000
407,482;    0,204;    0,204;    0,000
407,647;   14,148;   14,148;    0,000
407,811;    0,799;    0,799;    0,000
407,975;   -5,761;   -5,761;    0,000
408,140;    7,699;    7,699;    0,000
408,304;   16,708;   16,708;    0,000
408,469;    4,020;    4,020;    0,000
408,633;   25,104;   25,104;    0,000
408,797;    2,432;    2,432;    0,000
408,962;   -2,161;   -2,161;    0,000
409,126;   10,414;   10,414;    0,000
409,290;   17,618;   17,618;    0,000
409,455;  -19,079;  -19,079;    0,000
409,619;    7,861;    7,861;    0,000
409,783;  -13,451;  -13,451;    0,000
409,947;   -6,048;   -6,048;    0,000
410,112;   10,693;   10,693;    0,000
410,276;   15,941;   15,941;    0,000
410,440;   16,432;   16,432;    0,000
410,605;   -6,648;   -6,648;    0,000
410,769;    7,036;    7,036;    0,000
410,933;   -9,988;   -9,988;    0,000
411,097;    7,950;    7,950;    0,000
411,262;    9,820;    9,820;    0,000
411,426;   13,668;   13,668;    0,000
411,590;   -3,084;   -3,084;    0,000
411,754;   -2,204;   -2,204;    0,000
411,919;  -12,269;  -12,269;    0,000
412,083;   14,374;   14,374;    0,000
412,247;    9,035;    9,035;    0,000
412,411;   11,703;   11,703;    0,000
412,575;   -9,650;   -9,650;    0,000
412,740;   -2,431;   -2,431;    0,000
412,904;    7,867;    7,867;    0,000
413,068;   -4,210;   -4,210;    0,000
413,232;   -7,888;   -7,888;    0,000
413,396;   24,466;   24,466;    0,000
413,560;   -3,928;   -3,928;    0,000
413,724;   12,312;   12,312;    0,000
413,889;    7,743;    7,743;    0,000
414,053;   -0,759;   -0,759;    0,000
414,217;   16,778;   16,778;    0,000
414,381;    3,275;    3,275;    0,000
414,545;   16,060;   16,060;    0,000
414,709;   16,192;   16,192;    0,000
414,873;   22,885;   22,885;    0,000
415,037;   17,980;   17,980;    0,000
415,201;    6,875;    6,875;    0,000
415,366;    1,684;    1,684;    0,000
415,530;   -1,118;   -1,118;    0,000
415,694;   -8,034;   -8,034;    0,000
415,858;   11,931;   11,931;    0,000
416,022;   14,869;   14,869;    0,000
416,186;    0,238;    0,238;    0,000
416,350;    9,793;    9,793;    0,000
416,514;    7,743;    7,743;    0,000
416,678;   10,608;   10,608;    0,000
416,842;   -1,961;   -1,961;    0,000
417,006;   11,491;   11,491;    0,000
417,170;    0,061;    0,061;    0,000
417,334;    3,442;    3,442;    0,000
417,498;    9,231;    9,231;    0,000
417,662;   18,991;   18,991;    0,000
417,826;   -6,989;   -6,989;    0,000
417,990;   18,135;   18,135;    0,000
418,154;   -7,364;   -7,364;    0,000
418,318;    0,403;    0,403;    0,000
418,482;    8,414;    8,414;    0,000
418,646;   -4,189;   -4,189;    0,000
418,810;   -4,436;   -4,436;    0,000
418,974;   17,852;   17,852;    0,000
419,137;   13,766;   13,766;    0,000
419,301;   -7,218;   -7,218;    0,000
419,465;  -13,723;  -13,723;    0,000
419,629;   -0,967;   -0,967;    0,000
419,793;   23,483;   23,483;    0,000
419,957;    3,152;    3,152;    0,000
420,121;   13,803;   13,803;    0,000
420,285;   23,306;   23,306;    0,000
420,449;   19,145;   19,145;    0,000
420,612;   -3,385;   -3,385;    0,000
420,776;   19,897;   19,897;    0,000
420,940;   26,993;   26,993;    0,000
421,104;   25,728;   25,728;    0,000
421,268;   15,633;   15,633;    0,000
421,432;   21,946;   21,946;    0,000
421,595;  -11,314;  -11,314;    0,000
421,759;   24,448;   24,448;    0,000
421,923;    4,236;    4,236;    0,000
422,087;   17,604;   17,604;    0,000
422,251;    0,291;    0,291;    0,000
422,414;   22,502;   22,502;    0,000
422,578;   -7,289;   -7,289;    0,000
422,742;   -5,653;   -5,653;    0,000
422,906;    4,376;    4,376;    0,000
423,069;   10,757;   10,757;    0,000
423,233;    7,425;    7,425;    0,000
423,397;   17,644;   17,644;    0,000
423,561;   17,503;   17,503;    0,000
423,724;  -12,637;  -12,637;    0,000
423,888;   29,332;   29,332;    0,000
424,052;   -3,763;   -3,763;    0,000
424,216;    0,620;    0,620;    0,000
424,379;   34,231;   34,231;    0,000
424,543;   -9,814;   -9,814;    0,000
424,707;    0,877;    0,877;    0,000
424,870;   -7,383;   -7,383;    0,000
425,034;    4,380;    4,380;    0,000
425,198;  -10,086;  -10,086;    0,000
425,361;    1,426;    1,426;    0,000
425,525;    4,463;    4,463;    0,000
425,689;   16,440;   16,440;    0,000
425,852;    1,303;    1,303;    0,000
426,016;   -1,106;   -1,106;    0,000
426,179;   -1,042;   -1,042;    0,000
426,343;   19,559;   19,559;    0,000
426,507;    2,925;    2,925;    0,000
426,670;   -6,945;   -6,945;    0,000
426,834;   10,049;   10,049;    0,000
426,997;   -7,972;   -7,972;    0,000
427,161;  -12,476;  -12,476;    0,000
427,325;   12,600;   12,600;    0,000
427,488;   10,863;   10,863;    0,000
427,652;   23,677;   23,677;    0,000
427,815;   -9,098;   -9,098;    0,000
427,979;   28,434;   28,434;    0,000
428,142;    2,516;    2,516;    0,000
428,306;  -17,790;  -17,790;    0,000
428,470;    5,387;    5,387;    0,000
428,633;   10,666;   10,666;    0,000
428,797;   24,679;   24,679;    0,000
428,960;   15,083;   15,083;    0,000
429,124;   -2,031;   -2,031;    0,000
429,287;    6,934;    6,934;    0,000
429,451;   13,605;   13,605;    0,000
429,614;    2,787;    2,787;    0,000
429,777;  -13,834;  -13,834;    0,000
429,941;    1,117;    1,117;    0,000
430,104;   -1,405;   -1,405;    0,000
430,268;   11,844;   11,844;    0,000
430,431;    7,037;    7,037;    0,000
430,595;   33,236;   33,236;    0,000
430,758;   12,925;   12,925;    0,000
430,922;   12,012;   12,012;    0,000
431,085;   12,904;   12,904;    0,000
431,248;  -18,671;  -18,671;    0,000
431,412;    9,070;    9,070;    0,000
431,575;   23,944;   23,944;    0,000
431,739;    4,019;    4,019;    0,000
431,902;    9,486;    9,486;    0,000
432,065;   28,170;   28,170;    0,000
432,229;    8,838;    8,838;    0,000
432,392;    9,323;    9,323;    0,000
432,555;   -6,147;   -6,147;    0,000
432,719;   14,505;   14,505;    0,000
432,882;   14,612;   14,612;    0,000
433,045;   10,351;   10,351;    0,000
433,209;    7,232;    7,232;    0,000
433,372;   13,902;   13,902;    0,000
433,535;   36,806;   36,806;    0,000
433,699;   -4,920;   -4,920;    0,000
433,862;   -7,422;   -7,422;    0,000
434,025;   -5,363;   -5,363;    0,000
434,189;   17,797;   17,797;    0,000
434,352;    1,192;    1,192;    0,000
434,515;    4,356;    4,356;    0,000
434,678;   12,426;   12,426;    0,000
434,842;    1,061;    1,061;    0,000
435,005;   12,803;   12,803;    0,000
435,168;   20,265;   20,265;    0,000
435,331;   -4,194;   -4,194;    0,000
435,495;   -6,990;   -6,990;    0,000
435,658;    4,869;    4,869;    0,000
435,821;   16,932;   16,932;    0,000
435,984;    3,722;    3,722;    0,000
436,148;    7,849;    7,849;    0,000
436,311;   24,003;   24,003;    0,000
436,474;    5,649;    5,649;    0,000
436,637;   11,365;   11,365;    0,000
436,800;   -7,141;   -7,141;    0,000
436,963;   24,647;   24,647;    0,000
437,127;   28,546;   28,546;    0,000
437,290;    4,198;    4,198;    0,000
437,453;   16,452;   16,452;    0,000
437,616;   -3,275;   -3,275;    0,000
437,779;    4,673;    4,673;    0,000
437,942;    3,228;    3,228;    0,000
438,105;   16,347;   16,347;    0,000
438,268;   15,488;   15,488;    0,000
438,432;   10,154;   10,154;    0,000
438,595;   10,222;   10,222;    0,000
438,758;  -11,656;  -11,656;    0,000
438,921;    6,194;    6,194;    0,000
439,084;   19,263;   19,263;    0,000
439,247;  -12,190;  -12,190;    0,000
439,410;   11,109;   11,109;    0,000
439,573;    6,309;    6,309;    0,000
439,736;   28,853;   28,853;    0,000
439,899;  -11,218;  -11,218;    0,000
440,062;    4,990;    4,990;    0,000
440,225;   -2,813;   -2,813;    0,000
440,388;   12,984;   12,984;    0,000
440,551;   -0,332;   -0,332;    0,000
440,714;   10,067;   10,067;    0,000
440,877;   20,792;   20,792;    0,000
441,040;    4,171;    4,171;    0,000
441,203;   -9,297;   -9,297;    0,000
441,366;   12,650;   12,650;    0,000
441,529;    2,409;    2,409;    0,000
441,692;   -9,022;   -9,022;    0,000
441,855;   11,812;   11,812;    0,000
442,018;  -31,535;  -31,535;    0,000
442,181;    6,498;    6,498;    0,000
442,344;   -7,360;   -7,360;    0,000
442,507;    5,468;    5,468;    0,000
442,670;   24,470;   24,470;    0,000
442,833;   -9,585;   -9,585;    0,000
442,996;   20,695;   20,695;    0,000
443,159;   12,387;   12,387;    0,000
443,322;   -3,674;   -3,674;    0,000
443,484;   15,987;   15,987;    0,000
443,647;   -3,463;   -3,463;    0,000
443,810;    4,060;    4,060;    0,000
443,973;   29,826;   29,826;    0,000
444,136;  -13,583;  -13,583;    0,000
444,299;    7,666;    7,666;    0,000
444,462;  -15,342;  -15,342;    0,000
444,624;   31,572;   31,572;    0,000
444,787;    4,769;    4,769;    0,000
444,950;   10,819;   10,819;    0,000
445,113;   11,254;   11,254;    0,000
445,276;   -4,748;   -4,748;    0,000
445,439;    4,616;    4,616;    0,000
445,601;  -14,482;  -14,482;    0,000
445,764;   27,553;   27,553;    0,000
445,927;   22,594;   22,594;    0,000
446,090;    7,000;    7,000;    0,000
446,252;   -3,473;   -3,473;    0,000
446,415;  -14,799;  -14,799;    0,000
446,578;    5,442;    5,442;    0,000
446,741;   -5,994;   -5,994;    0,000
446,903;    0,683;    0,683;    0,000
447,066;   -0,460;   -0,460;    0,000
447,229;   -0,025;   -0,025;    0,000
447,392;   -6,204;   -6,204;    0,000
447,554;   -5,870;   -5,870;    0,000
447,717;   20,887;   20,887;    0,000
447,880;    3,659;    3,659;    0,000
448,042;    1,699;    1,699;    0,000
448,205;  -10,142;  -10,142;    0,000
448,368;   -6,705;   -6,705;    0,000
448,530;   -7,770;   -7,770;    0,000
448,693;    3,597;    3,597;    0,000
448,856;   -8,853;   -8,853;    0,000
449,018;    0,868;    0,868;    0,000
449,181;    0,370;    0,370;    0,000
449,344;    9,146;    9,146;    0,000
449,506;    9,522;    9,522;    0,000
449,669;    2,617;    2,617;    0,000
449,832;    0,024;    0,024;    0,000
449,994;    9,528;    9,528;    0,000
450,157;    0,374;    0,374;    0,000
450,319;    9,009;    9,009;    0,000
450,482;   29,706;   29,706;    0,000
450,645;   -8,723;   -8,723;    0,000
450,807;    4,102;    4,102;    0,000
450,970;   -9,023;   -9,023;    0,000
451,132;   15,143;   15,143;    0,000
451,295;    2,401;    2,401;    0,000
451,457;  -13,808;  -13,808;    0,000
451,620;   15,927;   15,927;    0,000
451,782;    1,445;    1,445;    0,000
451,945;   -2,450;   -2,450;    0,000
452,107;    5,504;    5,504;    0,000
452,270;  -24,265;  -24,265;    0,000
452,432;   10,200;   10,200;    0,000
452,595;   -3,655;   -3,655;    0,000
452,757;  -11,056;  -11,056;    0,000
452,920;    4,629;    4,629;    0,000
453,082;    7,404;    7,404;    0,000
453,245;   -1,710;   -1,710;    0,000
453,407;   40,761;   40,761;    0,000
453,570;   16,909;   16,909;    0,000
453,732;   -1,237;   -1,237;    0,000
453,895;   18,940;   18,940;    0,000
454,057;  -22,332;  -22,332;    0,000
454,220;   12,901;   12,901;    0,000
454,382;   15,932;   15,932;    0,000
454,544;   23,876;   23,876;    0,000
454,707;   19,344;   19,344;    0,000
454,869;   14,954;   14,954;    0,000
455,032;   -5,548;   -5,548;    0,000
455,194;   13,063;   13,063;    0,000
455,356;   12,651;   12,651;    0,000
455,519;    9,196;    9,196;    0,000
455,681;   13,739;   13,739;    0,000
455,843;    2,832;    2,832;    0,000
456,006;   15,124;   15,124;    0,000
456,168;  -12,603;  -12,603;    0,000
456,330;   -0,692;   -0,692;    0,000
456,493;    5,302;    5,302;    0,000
456,655;    3,317;    3,317;    0,000
456,817;   12,334;   12,334;    0,000
456,980;   12,279;   12,279;    0,000
457,142;    3,319;    3,319;    0,000
457,304;   13,041;   13,041;    0,000
457,467;    7,899;    7,899;    0,000
457,629;    1,727;    1,727;    0,000
457,791;   18,495;   18,495;    0,000
457,953;   28,068;   28,068;    0,000
458,116;    1,453;    1,453;    0,000
458,278;   12,828;   12,828;    0,000
458,440;   15,144;   15,144;    0,000
458,602;    3,082;    3,082;    0,000
458,765;    2,653;    2,653;    0,000
458,927;   17,262;   17,262;    0,000
459,089;   20,012;   20,012;    0,000
459,251;   -2,250;   -2,250;    0,000
459,413;   -3,808;   -3,808;    0,000
459,576;    2,665;    2,665;    0,000
459,738;    3,728;    3,728;    0,000
459,900;   25,557;   25,557;    0,000
460,062;   -4,217;   -4,217;    0,000
460,224;    4,019;    4,019;    0,000
460,386;    1,636;    1,636;    0,000
460,549;    5,918;    5,918;    0,000
460,711;   20,278;   20,278;    0,000
460,873;   10,577;   10,577;    0,000
461,035;    6,963;    6,963;    0,000
461,197;   12,662;   12,662;    0,000
461,359;   10,052;   10,052;    0,000
461,521;   34,311;   34,311;    0,000
461,683;   -6,096;   -6,096;    0,000
461,846;    7,070;    7,070;    0,000
462,008;   12,848;   12,848;    0,000
462,170;   -6,793;   -6,793;    0,000
462,332;    2,798;    2,798;    0,000
462,494;    8,180;    8,180;    0,000
462,656;   16,804;   16,804;    0,000
462,818;   22,495;   22,495;    0,000
462,980;    2,134;    2,134;    0,000
463,142;   10,827;   10,827;    0,000
463,304;   -4,623;   -4,623;    0,000
463,466;   -3,168;   -3,168;    0,000
463,628;    7,521;    7,521;    0,000
463,790;    7,692;    7,692;    0,000
463,952;    5,008;    5,008;    0,000
464,114;   25,734;   25,734;    0,000
464,276;    1,018;    1,018;    0,000
464,438;  -31,477;  -31,477;    0,000
464,600;    1,928;    1,928;    0,000
464,762;    6,127;    6,127;    0,000
464,924;   -0,721;   -0,721;    0,000
465,086;    0,591;    0,591;    0,000
465,248;    5,061;    5,061;    0,000
465,410;    0,938;    0,938;    0,000
465,572;    4,731;    4,731;    0,000
465,734;    6,915;    6,915;    0,000
465,896;  -16,759;  -16,759;    0,000
466,057;    3,454;    3,454;    0,000
466,219;   20,170;   20,170;    0,000
466,381;   12,767;   12,767;    0,000
466,543;    6,902;    6,902;    0,000
466,705;   18,582;   18,582;    0,000
466,867;  -16,588;  -16,588;    0,000
467,029;    1,047;    1,047;    0,000
467,191;   -2,846;   -2,846;    0,000
467,352;   26,642;   26,642;    0,000
467,514;   -9,266;   -9,266;    0,000
467,676;    9,938;    9,938;    0,000
467,838;    4,507;    4,507;    0,000
468,000;   -3,309;   -3,309;    0,000
468,162;    3,418;    3,418;    0,000
468,323;    7,857;    7,857;    0,000
468,485;  -13,793;  -13,793;    0,000
468,647;    4,418;    4,418;    0,000
468,809;    7,879;    7,879;    0,000
468,970;   -4,984;   -4,984;    0,000
469,132;   14,341;   14,341;    0,000
469,294;   -7,017;   -7,017;    0,000
469,456;    0,781;    0,781;    0,000
469,618;   11,779;   11,779;    0,000
469,779;   -0,599;   -0,599;    0,000
469,941;    8,106;    8,106;    0,000
470,103;    8,162;    8,162;    0,000
470,264;   25,854;   25,854;    0,000
470,426;    8,354;    8,354;    0,000
470,588;    5,183;    5,183;    0,000
470,750;   11,076;   11,076;    0,000
470,911;    4,724;    4,724;    0,000
471,073;   -1,535;   -1,535;    0,000
471,235;   34,134;   34,134;    0,000
471,396;    0,180;    0,180;    0,000
471,558;    2,020;    2,020;    0,000
471,720;   28,876;   28,876;    0,000
471,881;  -11,458;  -11,458;    0,000
472,043;   -4,151;   -4,151;    0,000
472,205;   -7,651;   -7,651;    0,000
472,366;   -3,670;   -3,670;    0,000
472,528;    8,484;    8,484;    0,000
472,689;   -2,039;   -2,039;    0,000
472,851;   30,638;   30,638;    0,000
473,013;    1,396;    1,396;    0,000
473,174;   24,510;   24,510;    0,000
473,336;   42,523;   42,523;    0,000
473,497;  -11,550;  -11,550;    0,000
473,659;    2,004;    2,004;    0,000
473,820;   -3,774;   -3,774;    0,000
473,982;   -8,472;   -8,472;    0,000
474,144;   14,486;   14,486;    0,000
474,305;   -5,160;   -5,160;    0,000
474,467;   17,670;   17,670;    0,000
474,628;   20,605;   20,605;    0,000
474,790;   14,163;   14,163;    0,000
474,951;   14,518;   14,518;    0,000
475,113;    1,723;    1,723;    0,000
475,274;   20,176;   20,176;    0,000
475,436;   15,004;   15,004;    0,000
475,597;   18,750;   18,750;    0,000
475,759;    8,984;    8,984;    0,000
475,920;  -16,735;  -16,735;    0,000
476,082;   -1,162;   -1,162;    0,000
476,243;   14,623;   14,623;    0,000
476,404;   21,270;   21,270;    0,000
476,566;  -15,536;  -15,536;    0,000
476,727;   -7,013;   -7,013;    0,000
476,889;   -6,083;   -6,083;    0,000
477,050;   18,537;   18,537;    0,000
477,212;   46,881;   46,881;    0,000
477,373;   24,025;   24,025;    0,000
477,534;   15,032;   15,032;    0,000
477,696;   17,479;   17,479;    0,000
477,857;   22,925;   22,925;    0,000
478,019;   -1,274;   -1,274;    0,000
478,180;    1,416;    1,416;    0,000
478,341;   17,095;   17,095;    0,000
478,503;  -22,893;  -22,893;    0,000
478,664;   14,069;   14,069;    0,000
478,825;   11,419;   11,419;    0,000
478,987;   23,395;   23,395;    0,000
479,148;    6,673;    6,673;    0,000
479,309;    1,583;    1,583;    0,000
479,471;   11,534;   11,534;    0,000
479,632;   11,529;   11,529;    0,000
479,793;    1,451;    1,451;    0,000
479,954;   15,193;   15,193;    0,000
480,116;   -4,227;   -4,227;    0,000
480,277;   15,902;   15,902;    0,000
480,438;    5,222;    5,222;    0,000
480,600;   15,073;   15,073;    0,000
480,761;   20,966;   20,966;    0,000
480,922;   -2,469;   -2,469;    0,000
481,083;   18,203;   18,203;    0,000
481,245;   13,476;   13,476;    0,000
481,406;    8,109;    8,109;    0,000
481,567;  -10,417;  -10,417;    0,000
481,728;    1,107;    1,107;    0,000
481,889;   -3,912;   -3,912;    0,000
482,051;    9,956;    9,956;    0,000
482,212;   31,296;   31,296;    0,000
482,373;   13,247;   13,247;    0,000
482,534;    3,123;    3,123;    0,000
482,695;    1,694;    1,694;    0,000
482,856;   25,679;   25,679;    0,000
483,018;   21,028;   21,028;    0,000
483,179;   58,149;   58,149;    0,000
483,340;    1,577;    1,577;    0,000
483,501;   14,365;   14,365;    0,000
483,662;    9,217;    9,217;    0,000
483,823;   26,572;   26,572;    0,000
483,984;   21,931;   21,931;    0,000
484,145;  -11,102;  -11,102;    0,000
484,306;   10,900;   10,900;    0,000
484,468;    1,174;    1,174;    0,000
484,629;   24,205;   24,205;    0,000
484,790;   19,116;   19,116;    0,000
484,951;   13,283;   13,283;    0,000
485,112;    3,075;    3,075;    0,000
485,273;   -2,020;   -2,020;    0,000
485,434;    0,274;    0,274;    0,000
485,595;    8,950;    8,950;    0,000
485,756;    6,615;    6,615;    0,000
485,917;    3,996;    3,996;    0,000
486,078;    5,184;    5,184;    0,000
486,239;   14,630;   14,630;    0,000
486,400;   13,376;   13,376;    0,000
486,561;   18,842;   18,842;    0,000
486,722;   15,965;   15,965;    0,000
486,883;   -2,913;   -2,913;    0,000
487,044;    6,372;    6,372;    0,000
487,205;    6,713;    6,713;    0,000
487,366;   11,731;   11,731;    0,000
487,527;   24,474;   24,474;    0,000
487,688;    1,104;    1,104;    0,000
487,849;    9,418;    9,418;    0,000
488,010;   11,301;   11,301;    0,000
488,170;   25,731;   25,731;    0,000
488,331;   17,950;   17,950;    0,000
488,492;   -6,461;   -6,461;    0,000
488,653;    8,411;    8,411;    0,000
488,814;  -14,821;  -14,821;    0,000
488,975;   12,646;   12,646;    0,000
489,136;   10,496;   10,496;    0,000
489,297;    9,251;    9,251;    0,000
489,458;    7,462;    7,462;    0,000
489,618;   -4,206;   -4,206;    0,000
489,779;   11,314;   11,314;    0,000
489,940;    5,283;    5,283;    0,000
490,101;    2,136;    2,136;    0,000
490,262;   33,952;   33,952;    0,000
490,423;  -11,950;  -11,950;    0,000
490,583;   20,757;   20,757;    0,000
490,744;   10,502;   10,502;    0,000
490,905;    4,257;    4,257;    0,000
491,066;   27,916;   27,916;    0,000
491,227;   33,768;   33,768;    0,000
491,387;    7,596;    7,596;    0,000
491,548;    4,214;    4,214;    0,000
491,709;   11,117;   11,117;    0,000
491,870;   16,938;   16,938;    0,000
492,030;    6,496;    6,496;    0,000
492,191;    3,163;    3,163;    0,000
492,352;   12,590;   12,590;    0,000
492,512;   16,323;   16,323;    0,000
492,673;   17,685;   17,685;    0,000
492,834;   32,769;   32,769;    0,000
492,995;   11,677;   11,677;    0,000
493,155;   11,936;   11,936;    0,000
493,316;   -3,273;   -3,273;    0,000
493,477;   -0,668;   -0,668;    0,000
493,637;   18,874;   18,874;    0,000
493,798;    0,570;    0,570;    0,000
493,959;   24,867;   24,867;    0,000
494,119;   17,295;   17,295;    0,000
494,280;    6,085;    6,085;    0,000
494,441;    9,757;    9,757;    0,000
494,601;   17,620;   17,620;    0,000
494,762;   12,410;   12,410;    0,000
494,922;    1,559;    1,559;    0,000
495,083;   29,622;   29,622;    0,000
495,244;    8,707;    8,707;    0,000
495,404;   12,457;   12,457;    0,000
495,565;   22,425;   22,425;    0,000
495,725;   19,497;   19,497;    0,000
495,886;   -2,455;   -2,455;    0,000
496,046;   10,814;   10,814;    0,000
496,207;   -1,153;   -1,153;    0,000
496,368;  -19,841;  -19,841;    0,000
496,528;   -2,220;   -2,220;    0,000
496,689;    9,405;    9,405;    0,000
496,849;   -5,753;   -5,753;    0,000
497,010;   -0,888;   -0,888;    0,000
497,170;    5,013;    5,013;    0,000
497,331;  -10,035;  -10,035;    0,000
497,491;   24,807;   24,807;    0,000
497,652;  -11,083;  -11,083;    0,000
497,812;   -0,113;   -0,113;    0,000
497,973;    1,806;    1,806;    0,000
498,133;    1,336;    1,336;    0,000
498,293;    9,725;    9,725;    0,000
498,454;   -7,569;   -7,569;    0,000
498,614;   15,190;   15,190;    0,000
498,775;   -6,806;   -6,806;    0,000
498,935;   16,494;   16,494;    0,000
499,096;   11,667;   11,667;    0,000
499,256;   25,103;   25,103;    0,000
499,416;    7,298;    7,298;    0,000
499,577;   -2,582;   -2,582;    0,000
499,737;   -2,531;   -2,531;    0,000
499,898;   18,416;   18,416;    0,000
500,058;   13,531;   13,531;    0,000
500,218;   10,256;   10,256;    0,000
500,379;   17,380;   17,380;    0,000
500,539;    1,052;    1,052;    0,000
500,699;   -4,532;   -4,532;    0,000
500,860;    2,157;    2,157;    0,000
501,020;   14,247;   14,247;    0,000
501,180;   -0,903;   -0,903;    0,000
501,341;   25,252;   25,252;    0,000
501,501;   -7,813;   -7,813;    0,000
501,661;   13,431;   13,431;    0,000
501,822;   13,964;   13,964;    0,000
501,982;   10,119;   10,119;    0,000
502,142;    3,213;    3,213;    0,000
502,302;   26,406;   26,406;    0,000
502,463;   20,018;   20,018;    0,000
502,623;  -18,533;  -18,533;    0,000
502,783;   -0,848;   -0,848;    0,000
502,943;   19,014;   19,014;    0,000
503,104;    7,185;    7,185;    0,000
503,264;   26,905;   26,905;    0,000
503,424;    7,754;    7,754;    0,000
503,584;   13,237;   13,237;    0,000
503,745;   22,547;   22,547;    0,000
503,905;   -2,335;   -2,335;    0,000
504,065;    4,752;    4,752;    0,000
504,225;    8,472;    8,472;    0,000
504,385;    2,718;    2,718;    0,000
504,545;   18,837;   18,837;    0,000
504,706;    2,191;    2,191;    0,000
504,866;    7,921;    7,921;    0,000
505,026;   19,549;   19,549;    0,000
505,186;   15,086;   15,086;    0,000
505,346;    0,147;    0,147;    0,000
505,506;   -6,956;   -6,956;    0,000
505,666;   20,969;   20,969;    0,000
505,826;   15,360;   15,360;    0,000
505,987;   16,355;   16,355;    0,000
506,147;   26,374;   26,374;    0,000
506,307;   12,572;   12,572;    0,000
506,467;   18,093;   18,093;    0,000
506,627;   12,596;   12,596;    0,000
506,787;    6,828;    6,828;    0,000
506,947;   20,068;   20,068;    0,000
507,107;    0,087;    0,087;    0,000
507,267;    4,340;    4,340;    0,000
507,427;   10,436;   10,436;    0,000
507,587;   -5,055;   -5,055;    0,000
507,747;   -3,166;   -3,166;    0,000
507,907;   17,986;   17,986;    0,000
508,067;   15,311;   15,311;    0,000
508,227;    4,676;    4,676;    0,000
508,387;    9,120;    9,120;    0,000
508,547;    8,934;    8,934;    0,000
508,707;   -6,518;   -6,518;    0,000
508,867;    1,408;    1,408;    0,000
509,027;    7,977;    7,977;    0,000
509,187;    4,358;    4,358;    0,000
509,347;   35,754;   35,754;    0,000
509,507;   20,796;   20,796;    0,000
509,667;    4,563;    4,563;    0,000
509,827;   11,831;   11,831;    0,000
509,987;   10,294;   10,294;    0,000
510,147;    5,213;    5,213;    0,000
510,306;  -12,304;  -12,304;    0,000
510,466;   -5,579;   -5,579;    0,000
510,626;    9,365;    9,365;    0,000
510,786;   11,022;   11,022;    0,000
510,946;   -0,311;   -0,311;    0,000
511,106;   25,961;   25,961;    0,000
511,266;    9,101;    9,101;    0,000
511,426;   27,013;   27,013;    0,000
511,585;    2,166;    2,166;    0,000
511,745;    0,532;    0,532;    0,000
511,905;    1,862;    1,862;    0,000
512,065;    5,535;    5,535;    0,000
512,225;   -0,991;   -0,991;    0,000
512,384;    5,616;    5,616;    0,000
512,544;    1,404;    1,404;    0,000
512,704;   -9,435;   -9,435;    0,000
512,864;    2,634;    2,634;    0,000
513,024;   -5,998;   -5,998;    0,000
513,183;    3,292;    3,292;    0,000
513,343;    6,668;    6,668;    0,000
513,503;   19,682;   19,682;    0,000
513,663;   10,499;   10,499;    0,000
513,822;   26,379;   26,379;    0,000
513,982;    7,035;    7,035;    0,000
514,142;   12,460;   12,460;    0,000
514,301;    9,768;    9,768;    0,000
514,461;   -6,146;   -6,146;    0,000
514,621;  -13,829;  -13,829;    0,000
514,781;    4,033;    4,033;    0,000
514,940;   31,444;   31,444;    0,000
515,100;   -3,101;   -3,101;    0,000
515,260;    9,812;    9,812;    0,000
515,419;   28,838;   28,838;    0,000
515,579;   12,648;   12,648;    0,000
515,739;    7,925;    7,925;    0,000
515,898;  -15,556;  -15,556;    0,000
516,058;    7,666;    7,666;    0,000
516,217;   22,427;   22,427;    0,000
516,377;   -7,265;   -7,265;    0,000
516,537;   -3,043;   -3,043;    0,000
516,696;  -11,148;  -11,148;    0,000
516,856;   14,262;   14,262;    0,000
517,015;    8,830;    8,830;    0,000
517,175;   15,028;   15,028;    0,000
517,335;   -2,186;   -2,186;    0,000
517,494;    1,398;    1,398;    0,000
517,654;    6,272;    6,272;    0,000
517,813;   11,274;   11,274;    0,000
517,973;  -10,009;  -10,009;    0,000
518,132;   13,528;   13,528;    0,000
518,292;   28,685;   28,685;    0,000
518,451;    9,376;    9,376;    0,000
518,611;   26,296;   26,296;    0,000
518,770;    9,299;    9,299;    0,000
518,930;    1,548;    1,548;    0,000
519,089;   29,015;   29,015;    0,000
519,249;   -4,585;   -4,585;    0,000
519,408;   -4,919;   -4,919;    0,000
519,568;   -8,119;   -8,119;    0,000
519,727;   17,414;   17,414;    0,000
519,887;   11,081;   11,081;    0,000
520,046;   14,147;   14,147;    0,000
520,205;  -11,587;  -11,587;    0,000
520,365;   -1,053;   -1,053;    0,000
520,524;   -3,987;   -3,987;    0,000
520,684;   13,880;   13,880;    0,000
520,843;   12,613;   12,613;    0,000
521,003;   12,546;   12,546;    0,000
521,162;    1,346;    1,346;    0,000
521,321;   10,545;   10,545;    0,000
521,481;   -1,921;   -1,921;    0,000
521,640;   23,078;   23,078;    0,000
521,799;    6,345;    6,345;    0,000
